Total_Reward,Total_Loss,Total_Accuracy,Steps,Epsilons
-134.16802079334855,0.0,0.0,57.0,1.0
-269.6830619705768,0.0,0.0,127.0,0.995
-154.657021735504,0.0,0.0,98.0,0.990025
-462.0540287114617,0.0,0.0,109.0,0.985074875
-4.197703471197173,0.0,0.0,78.0,0.9801495006250001
-118.57453621287246,0.0,0.0,100.0,0.9752487531218751
-187.08320741168632,0.0,0.0,84.0,0.9703725093562657
-500.0853084723352,0.0,0.0,110.0,0.9655206468094844
-133.99316416636654,0.0,0.0,82.0,0.960693043575437
-163.46954672798944,0.0,0.0,108.0,0.9558895783575597
-430.2527993830829,1853.6410655379295,35.6875,105.0,0.9511101304657719
-221.22544966575282,2530.0248504281044,62.5,101.0,0.946354579813443
-239.92517700611918,1895.005270063877,40.3125,64.0,0.9416228069143757
-115.58298867208808,2289.1105441749096,33.46875,63.0,0.9369146928798039
-157.5514414700255,2558.2088516950607,48.8125,86.0,0.9322301194154049
-234.40815745723143,1904.6997179687023,54.625,71.0,0.9275689688183278
-109.768502073513,1773.442133307457,64.0,77.0,0.9229311239742362
-148.69443218960419,2564.081819087267,104.40625,122.0,0.918316468354365
-549.3371855433152,2797.180101841688,96.84375,110.0,0.9137248860125932
-188.2040702412193,2352.473783388734,91.375,103.0,0.9091562615825302
-152.63673997558033,1160.9989393651485,70.40625,79.0,0.9046104802746175
-181.1274623849626,1761.566197708249,64.125,72.0,0.9000874278732445
-322.2492805561809,2833.352335304022,123.65625,139.0,0.8955869907338783
-193.75048512416197,2144.8172157108784,90.96875,102.0,0.8911090557802088
-68.36429388650132,2892.708014458418,129.1875,143.0,0.8866535105013078
-208.07461579388678,1543.4192764908075,70.75,78.0,0.8822202429488013
-219.1134990849058,1089.0281468331814,65.125,71.0,0.8778091417340573
-75.13773360021005,1428.427846878767,82.0,90.0,0.8734200960253871
-49.786578145185196,1806.6644021868706,76.3125,86.0,0.8690529955452602
-145.71912840413233,1509.5781259536743,71.9375,81.0,0.8647077305675338
-125.56660481870377,1105.1606275886297,64.09375,71.0,0.8603841919146962
-234.39249774572568,1799.7183257341385,87.5625,97.0,0.8560822709551227
-137.71509305936115,1120.7529148757458,64.96875,71.0,0.851801859600347
-205.2321860520459,1399.5969896614552,74.03125,82.0,0.8475428503023453
-274.9499004506617,1586.5387999117374,69.875,79.0,0.8433051360508336
-303.8581002700861,2734.214869171381,106.03125,119.0,0.8390886103705794
-174.6412272357522,2254.556825250387,100.3125,113.0,0.8348931673187264
-354.97166080777083,2710.0340634584427,118.1875,134.0,0.8307187014821328
