Total_Reward,Total_Loss,Total_Accuracy,Steps,Epsilons
-134.16802079334855,0.0,0.0,57.0,1.0
-269.6830619705768,0.0,0.0,127.0,0.995
-154.657021735504,0.0,0.0,98.0,0.990025
-462.0540287114617,0.0,0.0,109.0,0.985074875
-4.197703471197173,0.0,0.0,78.0,0.9801495006250001
-118.57453621287246,0.0,0.0,100.0,0.9752487531218751
-187.08320741168632,0.0,0.0,84.0,0.9703725093562657
-500.0853084723352,0.0,0.0,110.0,0.9655206468094844
-133.99316416636654,0.0,0.0,82.0,0.960693043575437
-163.46954672798944,0.0,0.0,108.0,0.9558895783575597
-430.2527993830829,1852.407019853592,35.78125,105.0,0.9511101304657719
-221.22544966575282,2530.8242475390434,62.625,101.0,0.946354579813443
-239.92517700611918,1896.1214909553528,40.34375,64.0,0.9416228069143757
-115.58298867208808,2290.9951847195625,33.46875,63.0,0.9369146928798039
-157.5514414700255,2560.8838370144367,48.6875,86.0,0.9322301194154049
-234.40815745723143,1907.124572634697,54.53125,71.0,0.9275689688183278
-109.768502073513,1774.1230483651161,64.0625,77.0,0.9229311239742362
-343.59617925364023,2416.2150145471096,93.6875,110.0,0.918316468354365
-109.35827616789977,1603.673807412386,59.4375,68.0,0.9137248860125932
-132.14060802565496,1576.8397111296654,56.5,63.0,0.9091562615825302
-199.09701036949795,2388.7282587885857,96.03125,108.0,0.9046104802746175
-380.4164863899136,1548.406244173646,66.96875,76.0,0.9000874278732445
-135.72041853219125,2024.9449999928474,69.09375,78.0,0.8955869907338783
-72.69558126590877,1288.8394757509232,59.3125,67.0,0.8911090557802088
-159.28704708253736,1517.1010902822018,83.6875,94.0,0.8866535105013078
-234.68418925642783,2343.100908279419,78.09375,87.0,0.8822202429488013
-276.22502309318236,2820.641153395176,128.71875,146.0,0.8778091417340573
-124.69313968472707,1276.779563009739,59.6875,67.0,0.8734200960253871
-229.21953170238484,1833.2940566241741,97.15625,107.0,0.8690529955452602
-163.05147473327563,1447.698062390089,73.0625,81.0,0.8647077305675338
-152.02067518407375,1494.186413347721,89.5,99.0,0.8603841919146962
-143.81856067758233,1323.9421456456184,64.34375,72.0,0.8560822709551227
-113.23898555337368,1972.2998372912407,106.96875,119.0,0.851801859600347
-109.50569722851068,1782.5708234906197,114.65625,127.0,0.8475428503023453
-233.95639128099995,1211.539012402296,92.6875,102.0,0.8433051360508336
-319.9788121683199,1834.8942824751139,130.5,144.0,0.8390886103705794
-214.76563807914818,1256.9048484563828,95.0625,105.0,0.8348931673187264
-298.4843227453183,1601.7535258233547,105.90625,120.0,0.8307187014821328
