Total_Reward,Total_Loss,Total_Accuracy,Steps,Epsilons
-179.36668259309857,0.0,0.0,74.0,1.0
-167.21839758192294,0.0,0.0,74.0,0.995
-305.7141027071302,0.0,0.0,124.0,0.990025
-256.8738444601517,0.0,0.0,68.0,0.985074875
-485.0196932532079,0.0,0.0,90.0,0.9801495006250001
-467.141954927688,0.0,0.0,96.0,0.9752487531218751
-134.40046321229715,0.0,0.0,59.0,0.9703725093562657
-173.1440393215911,0.0,0.0,63.0,0.9655206468094844
-229.49205481211845,0.0,0.0,83.0,0.960693043575437
-253.10829531190075,0.0,0.0,104.0,0.9558895783575597
-365.63903632075466,0.0,0.0,111.0,0.9511101304657719
-351.52835968710747,56.5090656876564,74.28125,147.0,0.946354579813443
-185.404646404552,40.46945171058178,59.75,76.0,0.9416228069143757
-266.70020333051133,41.479915764182806,80.53125,95.0,0.9369146928798039
-107.11141428259666,31.64636417478323,67.84375,79.0,0.9322301194154049
-117.043601457817,26.69209584593773,67.96875,76.0,0.9275689688183278
-126.73336788537401,33.58580971881747,68.125,74.0,0.9229311239742362
-152.85549409115788,38.75953811407089,94.0,103.0,0.918316468354365
-236.70602839562122,35.23671608418226,105.6875,113.0,0.9137248860125932
-152.90874481582864,32.71430641412735,84.0,90.0,0.9091562615825302
-200.38139131553734,45.2843334749341,105.03125,112.0,0.9046104802746175
-137.5216781642048,22.812203124165535,63.1875,67.0,0.9000874278732445
-231.90026145935352,37.9856687001884,90.78125,97.0,0.8955869907338783
-444.8626006252862,41.25179820880294,103.8125,112.0,0.8911090557802088
-55.58933470777288,46.53160676173866,102.375,109.0,0.8866535105013078
-168.60231492293605,35.24421948939562,102.1875,109.0,0.8822202429488013
-101.36893923180247,24.121563969179988,64.84375,69.0,0.8778091417340573
-150.1561475665334,45.9457250200212,107.46875,116.0,0.8734200960253871
-223.79621250379915,28.445746287703514,96.125,103.0,0.8690529955452602
-89.50900448241741,39.0293919891119,96.0,103.0,0.8647077305675338
-79.46402822529916,34.95022849366069,111.5,120.0,0.8603841919146962
-252.1606453863828,37.15755596384406,103.96875,111.0,0.8560822709551227
-300.28170031733316,46.935539374127984,118.96875,127.0,0.851801859600347
-132.80561229928236,23.33307959139347,63.5,68.0,0.8475428503023453
-181.56589385215193,25.778475984930992,84.40625,90.0,0.8433051360508336
-135.95123996536097,25.05863761715591,101.71875,109.0,0.8390886103705794
-132.82908192566265,22.002319525927305,65.0,70.0,0.8348931673187264
-107.1114037594707,28.143300138413906,80.03125,85.0,0.8307187014821328
-140.13256564804487,31.39500366896391,85.875,92.0,0.8265651079747222
-144.1597956316137,54.788449209183455,146.0,158.0,0.8224322824348486
-102.87241722932197,26.769882053136826,69.4375,75.0,0.8183201210226743
-111.63993168510117,34.46833193860948,122.71875,132.0,0.8142285204175609
-164.4798650134932,36.176851980388165,74.5625,81.0,0.810157377815473
-266.3122626416231,31.300436731427908,92.375,100.0,0.8061065909263957
-161.66873099423776,22.701835993677378,61.21875,67.0,0.8020760579717637
-128.54982400015035,29.56707128882408,80.8125,88.0,0.798065677681905
-122.16874168368449,40.534986797720194,105.65625,115.0,0.7940753492934954
-99.06025757868315,42.14267216436565,118.96875,130.0,0.7901049725470279
-132.4539904223552,31.410924930125475,98.9375,109.0,0.7861544476842928
-174.83048757159688,24.937316346913576,69.75,77.0,0.7822236754458713
-129.98221267117106,26.294947443529963,71.71875,78.0,0.778312557068642
-121.89063181163561,44.60864687897265,119.125,130.0,0.7744209942832988
-254.47737427396768,34.61149457283318,94.09375,104.0,0.7705488893118823
-139.2197825492785,19.449112083762884,75.40625,82.0,0.7666961448653229
-110.46201659615947,25.41218858398497,77.0,84.0,0.7628626641409962
-110.37521156992513,30.829229893162847,89.71875,98.0,0.7590483508202912
-104.08576523110565,29.96296951919794,76.59375,84.0,0.7552531090661897
-306.9645885565021,34.17136336490512,94.34375,104.0,0.7514768435208588
-105.75239856429168,44.37253428995609,129.78125,142.0,0.7477194593032545
-145.55107924130903,43.31261044181883,119.34375,132.0,0.7439808620067382
-22.566293002205782,26.53637207672,84.59375,93.0,0.7402609576967045
-118.19064751525828,33.84563745185733,88.90625,98.0,0.736559652908221
-129.141989855259,28.016664061695337,85.78125,95.0,0.7328768546436799
-143.5529805197924,46.047241274267435,147.375,163.0,0.7292124703704616
-150.8793762502529,20.058151222765446,67.96875,75.0,0.7255664080186093
-148.8165062245456,20.82890797033906,77.53125,86.0,0.7219385759785162
-405.8703686343192,38.64913213439286,116.5625,128.0,0.7183288830986236
-217.11441782061908,51.55220032297075,157.21875,173.0,0.7147372386831305
-38.17305121017789,47.06026993133128,124.71875,137.0,0.7111635524897149
-139.3737654208215,30.03584623709321,87.4375,97.0,0.7076077347272662
-165.11371621600046,30.082028176635504,91.9375,102.0,0.7040696960536299
-230.21922320992564,31.813343988731503,114.875,126.0,0.7005493475733617
-165.21709265348085,20.320617627352476,64.875,71.0,0.697046600835495
-290.7111921790922,51.64835765212774,168.625,185.0,0.6935613678313175
-123.42979743903699,27.530087128281593,88.46875,98.0,0.6900935609921609
-95.09345489771772,30.80092087574303,100.6875,111.0,0.6866430931872001
-108.90496958325035,23.135066986083984,78.9375,88.0,0.6832098777212641
-131.10459842480208,43.403039989992976,141.3125,157.0,0.6797938283326578
-322.7530912329653,34.680051159113646,105.78125,117.0,0.6763948591909945
-85.93509134588929,45.46348848566413,127.46875,142.0,0.6730128848950395
-47.186002450149786,19.681078027933836,78.6875,86.0,0.6696478204705644
-232.60597387893378,55.09352867677808,170.8125,191.0,0.6662995813682115
-133.5150579968228,29.167295575141907,72.09375,80.0,0.6629680834613705
-153.463141987367,49.088288858532906,143.9375,160.0,0.6596532430440636
-107.4226872964267,53.035039998590946,177.5,197.0,0.6563549768288433
-235.85992068181045,44.52088975906372,155.03125,173.0,0.653073201944699
-142.8460144546427,22.683551294729114,80.09375,89.0,0.6498078359349755
-103.31520547508589,43.33993671834469,150.8125,168.0,0.6465587967553006
-120.37153703285637,26.641457341611385,89.71875,99.0,0.6433260027715241
-134.28725999240746,26.70717778429389,85.1875,96.0,0.6401093727576664
-139.48061375641313,30.30142753943801,83.34375,93.0,0.6369088258938781
-13.884056954753603,31.329207364469767,102.78125,116.0,0.6337242817644086
-150.01035665143326,24.186531074345112,76.4375,86.0,0.6305556603555866
-139.98756411546913,34.2332510612905,120.0625,135.0,0.6274028820538087
-136.42918532611708,28.691359624266624,86.78125,98.0,0.6242658676435396
-298.28252208785693,37.90563018247485,120.375,137.0,0.6211445383053219
-104.92870619982418,24.813653711229563,75.65625,87.0,0.6180388156137953
-141.11512275154723,42.257585138082504,119.4375,137.0,0.6149486215357263
-95.21049330183928,25.911098323762417,85.34375,96.0,0.6118738784280476
-71.0020486841718,42.673692133277655,119.03125,135.0,0.6088145090359074
-160.55359583696304,33.61024561524391,104.4375,119.0,0.6057704364907278
-283.68320247902403,49.019401382654905,153.375,174.0,0.6027415843082742
-154.53205124293368,40.16938875988126,118.15625,133.0,0.5997278763867329
-132.43617434891817,74.45573627576232,229.3125,261.0,0.5967292370047992
-160.0533542723645,28.55228865891695,75.53125,86.0,0.5937455908197752
-38.17009975343013,58.1821005679667,174.15625,198.0,0.5907768628656763
-79.04835722990097,81.306859459728,246.40625,281.0,0.5878229785513479
-156.96256331455248,48.173805149272084,151.46875,173.0,0.5848838636585911
-124.0915507295783,63.62476573511958,182.21875,209.0,0.5819594443402982
-110.02997953866942,43.85564159974456,132.53125,151.0,0.5790496471185967
-152.508800767419,45.050021693110466,143.21875,164.0,0.5761543988830038
-127.1053181590069,43.75239075906575,135.15625,154.0,0.5732736268885887
-88.25100534630059,22.401851810514927,70.59375,81.0,0.5704072587541458
-273.49726762673583,60.986846543848515,197.03125,227.0,0.567555222460375
-128.9212476662185,35.34821208566427,121.25,139.0,0.5647174463480732
-172.3761911783171,22.90431820228696,76.96875,88.0,0.5618938591163328
-97.84951732188998,24.879076674580574,74.5625,86.0,0.5590843898207511
-146.23802331878346,75.49722380936146,227.96875,262.0,0.5562889678716474
-59.60274297682554,39.15520725771785,129.25,149.0,0.5535075230322891
-175.55509457460963,34.361128985881805,117.3125,135.0,0.5507399854171277
-193.73741324363266,32.056523982435465,98.0625,114.0,0.547986285490042
-72.47841308215648,72.30689306557178,227.125,264.0,0.5452463540625918
-115.39363039467258,66.31320725008845,184.59375,216.0,0.5425201222922789
