Total_Reward,Total_Loss,Total_Accuracy,Steps,Epsilons
-149.40285905077317,0.0,0.0,83.0,1.0
-187.90480539533328,0.0,0.0,76.0,0.995
-221.78455767431245,0.0,0.0,111.0,0.990025
-208.6024268573883,0.0,0.0,108.0,0.985074875
-90.75655892340674,0.0,0.0,98.0,0.9801495006250001
-110.60351546994904,0.0,0.0,78.0,0.9752487531218751
-334.99052560679274,0.0,0.0,112.0,0.9703725093562657
-247.8344929198867,0.0,0.0,59.0,0.9655206468094844
-210.73248804293573,0.0,0.0,84.0,0.960693043575437
-165.71512632422093,0.0,0.0,104.0,0.9558895783575597
-160.22275930851288,80.56910943984985,1.1875,88.0,0.9511101304657719
-156.87009918322582,2610.278178974986,127.15625,145.0,0.946354579813443
-162.54855506427,1167.800008237362,54.53125,65.0,0.9416228069143757
-329.09863099720576,1392.437312334776,64.96875,74.0,0.9369146928798039
-145.84567500568647,1339.6488286703825,98.59375,109.0,0.9322301194154049
-281.9936374736768,1200.557998418808,101.53125,113.0,0.9275689688183278
-253.6606491252711,697.5307182967663,58.875,68.0,0.9229311239742362
-33.917194452849415,859.7690159380436,79.21875,89.0,0.918316468354365
-199.9871042850309,1618.7196222096682,101.0625,118.0,0.9137248860125932
-176.859943419656,1408.8284798562527,104.9375,120.0,0.9091562615825302
-98.71250641455151,1156.2208075225353,59.0625,68.0,0.9046104802746175
-141.71946517262492,783.6533789038658,67.84375,76.0,0.9000874278732445
-256.45717608234094,1659.8918163627386,116.21875,130.0,0.8955869907338783
-104.44337236326547,1203.6274211257696,84.71875,96.0,0.8911090557802088
-189.83160573077043,1914.0933683812618,113.40625,130.0,0.8866535105013078
-138.20156771845595,912.7104623764753,64.4375,71.0,0.8822202429488013
-159.65550055799406,1195.9266477674246,107.71875,121.0,0.8778091417340573
-248.868510538087,954.3953562378883,93.84375,106.0,0.8734200960253871
-52.52639996987719,1262.423359617591,86.375,99.0,0.8690529955452602
-149.4680099160821,1728.2578537166119,98.3125,115.0,0.8647077305675338
-47.44014603717994,1768.5267927348614,89.5,106.0,0.8603841919146962
-381.639078766874,2212.1960086524487,115.75,135.0,0.8560822709551227
-206.96849919243033,1303.9225566983223,67.71875,78.0,0.851801859600347
-131.32786055737768,1654.8225893378258,88.65625,105.0,0.8475428503023453
-179.82600774432808,1996.3077152967453,84.71875,101.0,0.8433051360508336
-162.05167500308306,2321.5115937888622,102.84375,120.0,0.8390886103705794
-131.16270175026932,1079.9776877760887,75.0,89.0,0.8348931673187264
-132.44201948305516,1253.5527973473072,63.34375,74.0,0.8307187014821328
-166.62132242502662,1924.1435328722,110.28125,130.0,0.8265651079747222
-137.78841188739176,1309.812402188778,64.1875,76.0,0.8224322824348486
-272.7811617988783,1977.1433154046535,138.625,162.0,0.8183201210226743
-241.1570883525788,2214.107195198536,96.59375,116.0,0.8142285204175609
-141.22765359468448,2168.669208496809,95.25,111.0,0.810157377815473
-187.9075232148636,1596.7653075754642,95.15625,113.0,0.8061065909263957
-200.14626008004893,2899.0051735937595,101.625,119.0,0.8020760579717637
-574.8761492908889,1588.22149553895,80.9375,99.0,0.798065677681905
-175.4371142552091,1896.4796107709408,110.65625,131.0,0.7940753492934954
-176.66010188264886,1336.3520190119743,75.78125,91.0,0.7901049725470279
-157.4925183172273,1334.1707352399826,77.65625,91.0,0.7861544476842928
-180.72789358307307,1751.284906476736,102.375,120.0,0.7822236754458713
-92.95350235781034,1360.141815751791,69.125,81.0,0.778312557068642
-46.19111397337045,1433.845508635044,121.03125,144.0,0.7744209942832988
-100.62532301227685,1005.8231163918972,74.40625,86.0,0.7705488893118823
-275.00653264810444,1529.5419559776783,102.96875,120.0,0.7666961448653229
-124.34706560337267,1565.5553852915764,96.28125,113.0,0.7628626641409962
-165.60196910698855,2221.6505975723267,98.90625,119.0,0.7590483508202912
-388.32887531158735,1780.749503850937,84.40625,102.0,0.7552531090661897
-179.12165167975687,1211.7351004332304,86.34375,102.0,0.7514768435208588
-155.24630118829498,1614.2346241921186,96.1875,113.0,0.7477194593032545
-107.18795402498199,1705.7505602240562,101.28125,119.0,0.7439808620067382
-135.83384503609346,664.1955491900444,65.15625,74.0,0.7402609576967045
-176.52360755818557,751.4761208891869,53.34375,63.0,0.736559652908221
-252.83600597439502,2148.931865990162,126.8125,151.0,0.7328768546436799
-140.26802997426074,1122.5142525732517,76.28125,92.0,0.7292124703704616
-108.27574456368637,1693.120289504528,112.09375,132.0,0.7255664080186093
-137.1760009097831,1255.780339166522,64.1875,76.0,0.7219385759785162
-84.86754217264284,1282.033771008253,104.6875,124.0,0.7183288830986236
-178.0261118205624,1777.2527049481869,115.1875,136.0,0.7147372386831305
-194.9897684540686,1071.4504249095917,55.1875,67.0,0.7111635524897149
-116.3091598733568,2063.691066980362,77.5,92.0,0.7076077347272662
-351.0739687938367,1739.3537094891071,93.125,111.0,0.7040696960536299
-126.6108446082394,1163.5471430718899,95.4375,113.0,0.7005493475733617
-120.13096246001962,1568.1315457224846,114.375,135.0,0.697046600835495
-130.83554778706434,1797.3324585556984,101.5625,119.0,0.6935613678313175
-195.09993678643332,1404.243889465928,139.625,162.0,0.6900935609921609
-123.81939101499935,929.3773391842842,113.53125,134.0,0.6866430931872001
-138.66417917805154,1931.1998127400875,99.78125,116.0,0.6832098777212641
-167.3792930510177,1934.6879258453846,117.34375,139.0,0.6797938283326578
-125.83982895686324,1880.513696551323,118.15625,140.0,0.6763948591909945
-142.86758151821365,481.0571690797806,58.375,68.0,0.6730128848950395
-123.7458695397635,2197.010051637888,170.71875,200.0,0.6696478204705644
-273.57477619272197,1334.4229279458523,117.3125,137.0,0.6662995813682115
-115.57391616665579,1090.45750631392,61.5,72.0,0.6629680834613705
-132.62041871625325,2297.7163816690445,113.40625,135.0,0.6596532430440636
-185.10529819790025,2622.984924465418,212.28125,252.0,0.6563549768288433
-239.2236962461819,1472.6601598262787,104.75,125.0,0.653073201944699
-130.85071094348183,1833.7755638360977,99.8125,120.0,0.6498078359349755
-266.3542902272601,1291.6233796477318,66.0,81.0,0.6465587967553006
-136.67855034106304,1338.829670369625,76.1875,97.0,0.6433260027715241
-173.37231977817663,2248.4330290853977,134.65625,162.0,0.6401093727576664
2.07876695233179,2430.630836635828,127.625,159.0,0.6369088258938781
-216.84850146943356,1119.3852210640907,102.90625,121.0,0.6337242817644086
-248.58970901762868,2355.1187582314014,146.15625,174.0,0.6305556603555866
-173.17162815757894,1384.3428953886032,124.78125,152.0,0.6274028820538087
-515.2525730829684,2580.686264783144,192.25,230.0,0.6242658676435396
-194.48684839079428,1103.6147952973843,120.09375,143.0,0.6211445383053219
-290.00306099506486,1029.3505424261093,114.59375,135.0,0.6180388156137953
-237.55795338442098,1695.9428922235966,106.28125,126.0,0.6149486215357263
-135.04246679915406,2409.070742636919,183.3125,221.0,0.6118738784280476
-91.70302942579791,797.5901658535004,74.125,88.0,0.6088145090359074
-171.15563256763295,909.5630740225315,75.59375,90.0,0.6057704364907278
-79.6325481324842,1594.9545384049416,125.78125,152.0,0.6027415843082742
-159.0581707789416,1539.8148557394743,136.21875,163.0,0.5997278763867329
-175.0503960243902,1935.052837997675,143.28125,172.0,0.5967292370047992
-169.26543034028305,1427.511021077633,115.8125,136.0,0.5937455908197752
-114.94949603365569,1058.1854864656925,88.3125,104.0,0.5907768628656763
-129.75401781695652,1130.0114174485207,127.28125,151.0,0.5878229785513479
-54.83847742254784,937.7173838317394,94.375,111.0,0.5848838636585911
-152.07292938541536,1309.8164838850498,141.65625,170.0,0.5819594443402982
-395.35480562159483,1633.5811906456947,117.4375,143.0,0.5790496471185967
-91.7144867554961,896.4539339244366,105.34375,125.0,0.5761543988830038
-89.47714092440555,834.7068575322628,118.5625,139.0,0.5732736268885887
-109.69486346248968,1724.3197544813156,148.9375,180.0,0.5704072587541458
-119.50755215269606,1523.7345887720585,157.1875,191.0,0.567555222460375
-139.45290053557824,1300.3555120676756,181.1875,212.0,0.5647174463480732
-83.90025958166973,784.147519916296,102.9375,121.0,0.5618938591163328
-71.72604553600767,1843.45300039649,180.09375,215.0,0.5590843898207511
-208.0942560175572,1978.6199362277985,216.8125,261.0,0.5562889678716474
-118.58334441163439,927.2215513885021,123.0,149.0,0.5535075230322891
-372.4773371494876,1493.7447800040245,151.65625,184.0,0.5507399854171277
-114.94794475896774,1833.203643143177,144.625,176.0,0.547986285490042
-248.54864263669097,1478.7317506074905,168.8125,200.0,0.5452463540625918
-75.74571466739256,1148.6126007437706,135.84375,161.0,0.5425201222922789
-131.36750785262305,1528.9229822158813,184.5625,221.0,0.5398075216808175
-520.1804443486906,5083.304472744465,632.6875,760.0,0.5371084840724134
-263.62018327090567,1574.9148840010166,183.6875,222.0,0.5344229416520513
-160.50253267194,958.724765330553,132.53125,161.0,0.531750826943791
-230.86804195017717,1245.6428206562996,170.46875,205.0,0.5290920728090721
-114.29238377823928,1005.6950309872627,78.53125,98.0,0.5264466124450268
-128.68968843031777,1587.1157548427582,164.78125,207.0,0.5238143793828016
-250.83104748374058,1364.476995140314,136.875,170.0,0.5211953074858876
-76.85366704624741,1681.1955969035625,122.3125,155.0,0.5185893309484582
-250.95796331540802,1275.3191458880901,141.25,174.0,0.5159963842937159
-83.53662254087493,3025.5158072412014,151.09375,192.0,0.5134164023722473
-165.30521602783813,5538.102927878499,332.5,419.0,0.510849320360386
-151.18128235871654,537.0176046192646,60.59375,73.0,0.5082950737585841
-242.6523140213946,3235.3624128103256,341.71875,416.0,0.5057535983897912
-71.28062917164482,1080.2537953555584,144.71875,178.0,0.5032248303978422
-243.06133711639018,1641.827968865633,177.6875,220.0,0.500708706245853
-108.75674371784066,2424.729641675949,231.125,287.0,0.4982051627146237
-256.6164516024144,1375.886983692646,123.71875,153.0,0.49571413690105054
-192.44384689084956,591.1841457188129,81.9375,100.0,0.4932355662165453
-113.8874929981405,2376.827075868845,162.03125,206.0,0.4907693883854626
-250.27146160019376,3788.223762869835,307.78125,397.0,0.4883155414435353
-88.57126461888411,2884.825810879469,273.65625,352.0,0.4858739637363176
-223.26147136280446,1218.6895915269852,159.96875,200.0,0.483444593917636
-250.38436922106473,2516.5476161539555,229.78125,290.0,0.4810273709480478
-120.27416045926677,1881.058852314949,244.4375,306.0,0.47862223409330756
-400.88192789206636,2622.7064977884293,293.46875,372.0,0.47622912292284103
-295.170069047913,1165.0024411678314,137.375,174.0,0.4738479773082268
-69.0758549526502,630.1400119662285,51.34375,66.0,0.47147873742168567
-257.49385163976956,5014.914363056421,620.53125,776.0,0.46912134373457726
-84.12192891031432,703.5695760548115,105.125,130.0,0.46677573701590436
-24.97895609764423,609.6511204838753,91.34375,110.0,0.46444185833082485
-247.45298823599828,18657.050419539213,2279.65625,2851.0,0.46211964903917074
-205.1718037295475,2028.2882288694382,160.9375,205.0,0.4598090507939749
-144.09160615019863,2741.311314702034,206.15625,264.0,0.457510005540005
-133.33809029727195,4406.311123937368,479.1875,606.0,0.45522245551230495
-338.44296836346507,5038.867582350969,635.71875,817.0,0.4529463432347434
-162.60966803468193,36063.769310206175,3784.3125,5001.0,0.4506816115185697
-184.30030314853326,1835.1488947570324,195.25,260.0,0.4484282034609769
-267.2814622760499,3821.888097912073,463.0625,620.0,0.446186062443672
-556.2107556664889,19870.063781917095,2223.0,3039.0,0.4439551321314536
-198.96029265081978,3121.0996782779694,341.75,482.0,0.4417353564707963
-262.90203781406,879.6490506231785,116.8125,161.0,0.43952667968844233
-73.1172288822525,915.3331958651543,126.59375,178.0,0.43732904629000013
-231.75805773204522,1831.0327087640762,237.84375,332.0,0.4351424010585501
-122.08315744222425,560.3247304856777,69.5,95.0,0.43296668905325736
